,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
46,1 9 2 9 6 - 1 - T A M A N   S E R I M B U N,NUSAJAYA GREENS SDN. BHD.,19296,19296/01-2026/1030(R),31 Jan 2020,30 Jan 2026,-,-,-,"19296-1,",SIAP DENGAN: CCC PENUH,19296-1/01-2020/0118(P),31 Jan 2018,30 Jan 2020,"RM 819,000.00",185.15mps,RUMAH TERES,2,0,0,185,140,7,"865,800.00","1,254,500.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.466469, 103.657578""]",,https://teduh.kpkt.gov.my/project-swasta/19296-1,"(50, '19296-1')"
47,1 9 2 9 7 - 1 - U T A P R O   S D N   B H D,UTAPRO SDN. BHD.,19297,19297/02-2028/0493(A),26 Feb 2023,25 Feb 2028,-,-,-,"19297-1,",SIAP DENGAN: CCC PENUH,19297-1/03-2021/01788(P),03 Mar 2020,02 Mar 2021,"RM 175,000.00",83.60mps - 142.20mps,RUMAH BERKEMBAR,1,0,0,100,40,6,"249,000.00","322,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.425582, 101.127666""]",,https://teduh.kpkt.gov.my/project-swasta/19297-1,"(51, '19297-1')"
48,1 9 2 9 7 - 1 - U T A P R O   S D N   B H D,UTAPRO SDN. BHD.,19297,19297/02-2028/0493(A),26 Feb 2023,25 Feb 2028,-,-,-,"19297-1,",SIAP DENGAN: CCC PENUH,19297-1/03-2021/01788(P),03 Mar 2020,02 Mar 2021,"RM 175,000.00",83.60mps - 142.20mps,RUMAH TERES,1,0,0,84,32,0,"175,000.00","199,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.425582, 101.127666""]",,https://teduh.kpkt.gov.my/project-swasta/19297-1,"(51, '19297-1')"
49,1 9 2 9 7 - 1 - U T A P R O   S D N   B H D,UTAPRO SDN. BHD.,19297,19297/02-2028/0493(A),26 Feb 2023,25 Feb 2028,-,-,-,"19297-1,",SIAP DENGAN: CCC PENUH,19297-1/03-2021/01788(P),03 Mar 2020,02 Mar 2021,"RM 175,000.00",83.60mps - 142.20mps,RUMAH BERKEMBAR,1,0,0,112,20,4,"275,000.00","295,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.425582, 101.127666""]",,https://teduh.kpkt.gov.my/project-swasta/19297-1,"(51, '19297-1')"
50,1 9 2 9 7 - 1 - U T A P R O   S D N   B H D,UTAPRO SDN. BHD.,19297,19297/02-2028/0493(A),26 Feb 2023,25 Feb 2028,-,-,-,"19297-1,",SIAP DENGAN: CCC PENUH,19297-1/03-2021/01788(P),03 Mar 2020,02 Mar 2021,"RM 175,000.00",83.60mps - 142.20mps,RUMAH SESEBUAH,1,0,0,142,1,0,"480,000.00","480,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.425582, 101.127666""]",,https://teduh.kpkt.gov.my/project-swasta/19297-1,"(51, '19297-1')"
51,1 9 2 9 7 - 2 - T A M A N   J A L A I   J A Y A,UTAPRO SDN. BHD.,19297,19297/02-2028/0493(A),26 Feb 2023,25 Feb 2028,-,-,-,"19297-2,",SIAP DENGAN: CCC PENUH,19297-2/02-2024/0509(R)-(L),26 Feb 2023,25 Feb 2024,"RM 353,700.00",111.40mps - 137.40mps,RUMAH BERKEMBAR,1,0,0,111 - 112,22,1,"353,700.00","493,295.00",100.00,SIAP DENGAN: CCC PENUH,"[""6.206368, 100.417061""]",,https://teduh.kpkt.gov.my/project-swasta/19297-2,"(52, '19297-2')"
52,1 9 2 9 7 - 2 - T A M A N   J A L A I   J A Y A,UTAPRO SDN. BHD.,19297,19297/02-2028/0493(A),26 Feb 2023,25 Feb 2028,-,-,-,"19297-2,",SIAP DENGAN: CCC PENUH,19297-2/02-2024/0509(R)-(L),26 Feb 2023,25 Feb 2024,"RM 353,700.00",111.40mps - 137.40mps,RUMAH SESEBUAH,1,0,0,137,1,0,"591,800.00","591,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""6.206368, 100.417061""]",,https://teduh.kpkt.gov.my/project-swasta/19297-2,"(52, '19297-2')"
53,1 9 2 9 7 - 3 - T A M A N   J A L A I   J A Y A   F A S A   2,UTAPRO SDN. BHD.,19297,19297/02-2028/0493(A),26 Feb 2023,25 Feb 2028,-,-,-,"19297-3,",BERJALAN LANCAR,19297-3/02-2025/0129(N)-(L),14 Feb 2023,13 Feb 2025,"RM 429,755.00","111.50mps - 1,496.00mps",RUMAH SESEBUAH,1,0,0,"1,496",1,1,"641,700.00","641,700.00",75.00,BERJALAN LANCAR,"[""6.206056, 100.416389""]",,https://teduh.kpkt.gov.my/project-swasta/19297-3,"(53, '19297-3')"
54,1 9 2 9 7 - 3 - T A M A N   J A L A I   J A Y A   F A S A   2,UTAPRO SDN. BHD.,19297,19297/02-2028/0493(A),26 Feb 2023,25 Feb 2028,-,-,-,"19297-3,",BERJALAN LANCAR,19297-3/02-2025/0129(N)-(L),14 Feb 2023,13 Feb 2025,"RM 429,755.00","111.50mps - 1,496.00mps",RUMAH BERKEMBAR,1,0,0,112 - 115,22,6,"429,755.00","581,440.00",75.00,BERJALAN LANCAR,"[""6.206056, 100.416389""]",,https://teduh.kpkt.gov.my/project-swasta/19297-3,"(53, '19297-3')"
55,1 9 2 9 7 - 4 - T A M A N   A L A M A N D A,UTAPRO SDN. BHD.,19297,19297/02-2028/0493(A),26 Feb 2023,25 Feb 2028,-,-,-,"19297-4,",BERJALAN LANCAR,19297-4/12-2025/1292(N)-(L),05 Dec 2023,04 Dec 2025,"RM 263,219.00",89.18mps - 109.16mps,RUMAH TERES,1,0,0,89,32,32,"263,219.00","359,196.00",5.00,BERJALAN LANCAR,"[""5.395004, 101.103817""]",,https://teduh.kpkt.gov.my/project-swasta/19297-4,"(54, '19297-4')"
56,1 9 2 9 7 - 4 - T A M A N   A L A M A N D A,UTAPRO SDN. BHD.,19297,19297/02-2028/0493(A),26 Feb 2023,25 Feb 2028,-,-,-,"19297-4,",BERJALAN LANCAR,19297-4/12-2025/1292(N)-(L),05 Dec 2023,04 Dec 2025,"RM 263,219.00",89.18mps - 109.16mps,RUMAH BERKEMBAR,1,0,0,109,16,16,"372,989.00","425,288.00",5.00,BERJALAN LANCAR,"[""5.395004, 101.103817""]",,https://teduh.kpkt.gov.my/project-swasta/19297-4,"(54, '19297-4')"
57,1 9 2 9 8 - 1 - R E S I D E N S I   C O M O,MAISON ROUGE SDN. BHD.,19298,19298-1/09-2022/02787(L),09 Sep 2021,08 Sep 2022,-,-,www.merakiland.com.my,"19298-1,",SAKIT,19298-1/09-2022/02787(P),09 Sep 2021,08 Sep 2022,"RM 924,418.00","1,565.00mps",RUMAH PANGSA/KONDO,39,0,0,"1,565",320,241,"924,418.00","2,642,728.00",5.00,SAKIT,"[""3.060833, 101.658869""]",,https://teduh.kpkt.gov.my/project-swasta/19298-1,"(55, '19298-1')"
58,1 9 3 0 0 - 1 - T A M A N   S U L T A N   A B D U L   H A L I M,MUCOLAND DEVELOPMENT SDN. BHD.,19300,19300/07-2027/0778(A),24 Jul 2022,23 Jul 2027,-,mucodevelopment@gmail.com,-,"19300-1,",SIAP DENGAN: CCC PENUH,19300-1/02-2020/0127(P),07 Feb 2018,06 Feb 2020,"RM 288,000.00",83.60mps - 113.70mps,RUMAH BERKEMBAR,1,0,0,84,14,4,"288,000.00","358,500.00",100.00,SIAP DENGAN: CCC PENUH,"[""6.109360, 100.374094""]",,https://teduh.kpkt.gov.my/project-swasta/19300-1,"(56, '19300-1')"
59,1 9 3 0 0 - 1 - T A M A N   S U L T A N   A B D U L   H A L I M,MUCOLAND DEVELOPMENT SDN. BHD.,19300,19300/07-2027/0778(A),24 Jul 2022,23 Jul 2027,-,mucodevelopment@gmail.com,-,"19300-1,",SIAP DENGAN: CCC PENUH,19300-1/02-2020/0127(P),07 Feb 2018,06 Feb 2020,"RM 288,000.00",83.60mps - 113.70mps,RUMAH SESEBUAH,1,0,0,114,1,0,"435,000.00","435,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""6.109360, 100.374094""]",,https://teduh.kpkt.gov.my/project-swasta/19300-1,"(56, '19300-1')"
60,1 9 3 0 0 - 2 - T A M A N   P U T E R I,MUCOLAND DEVELOPMENT SDN. BHD.,19300,19300/07-2027/0778(A),24 Jul 2022,23 Jul 2027,-,mucodevelopment@gmail.com,-,"19300-2,",SIAP DENGAN: CCC PENUH,19300-2/07-2023/0079(R)-(L),24 Jul 2022,23 Jul 2023,"RM 275,900.00",88.50mps - 92.90mps,RUMAH BERKEMBAR,1,0,0,92,3,0,"296,500.00","308,400.00",100.00,SIAP DENGAN: CCC PENUH,"[""6.169396, 100.524784""]",,https://teduh.kpkt.gov.my/project-swasta/19300-2,"(57, '19300-2')"
61,1 9 3 0 0 - 2 - T A M A N   P U T E R I,MUCOLAND DEVELOPMENT SDN. BHD.,19300,19300/07-2027/0778(A),24 Jul 2022,23 Jul 2027,-,mucodevelopment@gmail.com,-,"19300-2,",SIAP DENGAN: CCC PENUH,19300-2/07-2023/0079(R)-(L),24 Jul 2022,23 Jul 2023,"RM 275,900.00",88.50mps - 92.90mps,RUMAH BERKEMBAR,1,0,0,89,1,0,"299,200.00","299,200.00",100.00,SIAP DENGAN: CCC PENUH,"[""6.169396, 100.524784""]",,https://teduh.kpkt.gov.my/project-swasta/19300-2,"(57, '19300-2')"
62,1 9 3 0 0 - 2 - T A M A N   P U T E R I,MUCOLAND DEVELOPMENT SDN. BHD.,19300,19300/07-2027/0778(A),24 Jul 2022,23 Jul 2027,-,mucodevelopment@gmail.com,-,"19300-2,",SIAP DENGAN: CCC PENUH,19300-2/07-2023/0079(R)-(L),24 Jul 2022,23 Jul 2023,"RM 275,900.00",88.50mps - 92.90mps,RUMAH SESEBUAH,1,0,0,93,2,0,"370,500.00","376,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""6.169396, 100.524784""]",,https://teduh.kpkt.gov.my/project-swasta/19300-2,"(57, '19300-2')"
63,1 9 3 0 0 - 2 - T A M A N   P U T E R I,MUCOLAND DEVELOPMENT SDN. BHD.,19300,19300/07-2027/0778(A),24 Jul 2022,23 Jul 2027,-,mucodevelopment@gmail.com,-,"19300-2,",SIAP DENGAN: CCC PENUH,19300-2/07-2023/0079(R)-(L),24 Jul 2022,23 Jul 2023,"RM 275,900.00",88.50mps - 92.90mps,RUMAH BERKEMBAR,1,0,0,90 - 93,18,0,"275,900.00","330,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""6.169396, 100.524784""]",,https://teduh.kpkt.gov.my/project-swasta/19300-2,"(57, '19300-2')"
64,1 9 3 0 1 - 1 - E L I T E   W O R L D   D E V E L O P M E N T   S D N .   B H D .,ELITE WORLD DEVELOPMENT SDN. BHD.,19301,19301-1/02-2021/01505(L),07 Feb 2020,06 Feb 2021,-,joe.tan@cpiland.com,www.cpiland.com,"19301-1,",SIAP DENGAN: CCC PENUH,19301-1/02-2020/0128(P),07 Feb 2018,06 Feb 2020,"RM 531,800.00",81.57mps,RUMAH PANGSA/KONDO,35,0,0,82,577,0,"531,800.00","855,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.195421, 101.670254""]",,https://teduh.kpkt.gov.my/project-swasta/19301-1,"(58, '19301-1')"
65,1 9 3 0 2 - 1 - T A M A N   M E R U   J A Y A,IMPIAN LESTARI DEVELOPMENT SDN. BHD.,19302,19302/09-2027/0576(A),24 Sep 2022,23 Sep 2027,-,-,-,"19302-1,",SIAP DENGAN: CCC PENUH,19302-1/02-2020/0132(P),07 Feb 2018,06 Feb 2020,"RM 558,800.00",167.77mps,RUMAH BERKEMBAR,2,0,0,168,24,4,"558,800.00","698,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.128025, 101.434857""]",,https://teduh.kpkt.gov.my/project-swasta/19302-1,"(59, '19302-1')"
66,1 9 3 0 2 - 2 - D E S A   B U K I T   P E R M A T A,IMPIAN LESTARI DEVELOPMENT SDN. BHD.,19302,19302/09-2027/0576(A),24 Sep 2022,23 Sep 2027,-,-,-,"19302-2,",SIAP DENGAN: CCC PENUH,19302-2/09-2021/0834(P),18 Sep 2019,17 Sep 2021,"RM 348,800.00",93.83mps - 94.76mps,RUMAH TERES,1,0,0,95,12,0,"352,800.00","358,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.171754, 101.413847""]",,https://teduh.kpkt.gov.my/project-swasta/19302-2,"(60, '19302-2')"
67,1 9 3 0 2 - 2 - D E S A   B U K I T   P E R M A T A,IMPIAN LESTARI DEVELOPMENT SDN. BHD.,19302,19302/09-2027/0576(A),24 Sep 2022,23 Sep 2027,-,-,-,"19302-2,",SIAP DENGAN: CCC PENUH,19302-2/09-2021/0834(P),18 Sep 2019,17 Sep 2021,"RM 348,800.00",93.83mps - 94.76mps,RUMAH TERES,1,0,0,94,10,0,"348,800.00","388,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.171754, 101.413847""]",,https://teduh.kpkt.gov.my/project-swasta/19302-2,"(60, '19302-2')"
68,1 9 3 0 2 - 3 - T A M A N   T E L U K   N I P A H,IMPIAN LESTARI DEVELOPMENT SDN. BHD.,19302,19302/09-2027/0576(A),24 Sep 2022,23 Sep 2027,-,-,-,"19302-3,",SIAP DENGAN: CCC PENUH,19302-3/09-2022/0630(P),24 Sep 2020,23 Sep 2022,"RM 312,000.00",95.00mps - 131.00mps,RUMAH TERES,1,0,0,95,12,3,"312,000.00","400,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.941806, 101.326000""]",,https://teduh.kpkt.gov.my/project-swasta/19302-3,"(61, '19302-3')"
69,1 9 3 0 2 - 3 - T A M A N   T E L U K   N I P A H,IMPIAN LESTARI DEVELOPMENT SDN. BHD.,19302,19302/09-2027/0576(A),24 Sep 2022,23 Sep 2027,-,-,-,"19302-3,",SIAP DENGAN: CCC PENUH,19302-3/09-2022/0630(P),24 Sep 2020,23 Sep 2022,"RM 312,000.00",95.00mps - 131.00mps,RUMAH BERKEMBAR,1,0,0,129,6,0,"426,000.00","426,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.941806, 101.326000""]",,https://teduh.kpkt.gov.my/project-swasta/19302-3,"(61, '19302-3')"
70,1 9 3 0 2 - 3 - T A M A N   T E L U K   N I P A H,IMPIAN LESTARI DEVELOPMENT SDN. BHD.,19302,19302/09-2027/0576(A),24 Sep 2022,23 Sep 2027,-,-,-,"19302-3,",SIAP DENGAN: CCC PENUH,19302-3/09-2022/0630(P),24 Sep 2020,23 Sep 2022,"RM 312,000.00",95.00mps - 131.00mps,RUMAH BERKEMBAR,1,0,0,131,12,4,"433,000.00","476,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.941806, 101.326000""]",,https://teduh.kpkt.gov.my/project-swasta/19302-3,"(61, '19302-3')"
71,1 9 3 0 5 - 1 - T A M A N   T E M I A N G   J A Y A,CUM YIN REALTY DEVELOPMENT SDN. BHD.,19305,19305/02-2025/0194(R),20 Feb 2022,19 Feb 2025,-,-,-,"19305-1,",SIAP DENGAN: CCC PENUH,19305-1/02-2021/01695(P),20 Feb 2020,19 Feb 2021,"RM 299,800.00",940.00mps,RUMAH TERES,1,0,0,940,12,0,"299,800.00","509,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""4.571645, 101.070327""]",,https://teduh.kpkt.gov.my/project-swasta/19305-1,"(62, '19305-1')"
72,1 9 3 0 6 - 1 - T A M A N   B U K I T   I N D A H,MRB LAND SDN. BHD.,19306,19306/02-2026/0627(A),08 Feb 2022,07 Feb 2026,0379728463,wawasan.eks@gmail.com,-,"19306-1,",SIAP DENGAN: CCC PENUH,19306-1/02-2022/0892(P),08 Feb 2021,07 Feb 2022,"RM 798,000.00",258.00mps,RUMAH BERKEMBAR,2,0,0,258,22,7,"798,000.00","963,880.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.808597, 101.844031""]",,https://teduh.kpkt.gov.my/project-swasta/19306-1,"(63, '19306-1')"
73,1 9 3 0 7 - 1 - T A M A N   P U T E R A   H A R M O N I   K G   R A J A,PINGAT HARMONI DEVELOPMENT SDN. BHD.,19307,19307/03-2027/0131(A),10 Mar 2022,09 Mar 2027,0199859454,pingat5640@gmail.com,-,"19307-1,",SIAP DENGAN: CCC PENUH,19307-1/03-2022/01477(P),10 Mar 2021,09 Mar 2022,"RM 220,917.00",93.00mps - 168.00mps,RUMAH TERES,1,0,0,93,9,0,"220,917.00","309,973.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.599642, 102.507515""]",,https://teduh.kpkt.gov.my/project-swasta/19307-1,"(64, '19307-1')"
74,1 9 3 0 7 - 1 - T A M A N   P U T E R A   H A R M O N I   K G   R A J A,PINGAT HARMONI DEVELOPMENT SDN. BHD.,19307,19307/03-2027/0131(A),10 Mar 2022,09 Mar 2027,0199859454,pingat5640@gmail.com,-,"19307-1,",SIAP DENGAN: CCC PENUH,19307-1/03-2022/01477(P),10 Mar 2021,09 Mar 2022,"RM 220,917.00",93.00mps - 168.00mps,RUMAH BERKEMBAR,1,0,0,123,12,1,"321,356.00","375,438.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.599642, 102.507515""]",,https://teduh.kpkt.gov.my/project-swasta/19307-1,"(64, '19307-1')"
75,1 9 3 0 7 - 1 - T A M A N   P U T E R A   H A R M O N I   K G   R A J A,PINGAT HARMONI DEVELOPMENT SDN. BHD.,19307,19307/03-2027/0131(A),10 Mar 2022,09 Mar 2027,0199859454,pingat5640@gmail.com,-,"19307-1,",SIAP DENGAN: CCC PENUH,19307-1/03-2022/01477(P),10 Mar 2021,09 Mar 2022,"RM 220,917.00",93.00mps - 168.00mps,RUMAH SESEBUAH,1,0,0,155,6,1,"402,208.00","426,404.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.599642, 102.507515""]",,https://teduh.kpkt.gov.my/project-swasta/19307-1,"(64, '19307-1')"
76,1 9 3 0 7 - 1 - T A M A N   P U T E R A   H A R M O N I   K G   R A J A,PINGAT HARMONI DEVELOPMENT SDN. BHD.,19307,19307/03-2027/0131(A),10 Mar 2022,09 Mar 2027,0199859454,pingat5640@gmail.com,-,"19307-1,",SIAP DENGAN: CCC PENUH,19307-1/03-2022/01477(P),10 Mar 2021,09 Mar 2022,"RM 220,917.00",93.00mps - 168.00mps,RUMAH TERES,2,0,0,168,9,6,"381,152.00","537,556.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.599642, 102.507515""]",,https://teduh.kpkt.gov.my/project-swasta/19307-1,"(64, '19307-1')"
77,1 9 3 0 7 - 2 - T A M A N   P U T E R A   H A R M O N I,PINGAT HARMONI DEVELOPMENT SDN. BHD.,19307,19307/03-2027/0131(A),10 Mar 2022,09 Mar 2027,0199859454,pingat5640@gmail.com,-,"19307-2,",SIAP DENGAN: CCC PENUH,19307-2/02-2024/0397(R)-(L),16 Feb 2023,15 Feb 2024,"RM 335,673.00",123.00mps - 155.00mps,RUMAH SESEBUAH,1,0,0,155,8,0,"342,000.00","423,601.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.743290, 102.451150""]",,https://teduh.kpkt.gov.my/project-swasta/19307-2,"(65, '19307-2')"
78,1 9 3 0 7 - 2 - T A M A N   P U T E R A   H A R M O N I,PINGAT HARMONI DEVELOPMENT SDN. BHD.,19307,19307/03-2027/0131(A),10 Mar 2022,09 Mar 2027,0199859454,pingat5640@gmail.com,-,"19307-2,",SIAP DENGAN: CCC PENUH,19307-2/02-2024/0397(R)-(L),16 Feb 2023,15 Feb 2024,"RM 335,673.00",123.00mps - 155.00mps,RUMAH BERKEMBAR,1,0,0,123,20,2,"335,673.00","389,670.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.743290, 102.451150""]",,https://teduh.kpkt.gov.my/project-swasta/19307-2,"(65, '19307-2')"
79,1 9 3 0 7 - 3 - T A M A N   S U R I A   H A R M O N I,PINGAT HARMONI DEVELOPMENT SDN. BHD.,19307,19307/03-2027/0131(A),10 Mar 2022,09 Mar 2027,0199859454,pingat5640@gmail.com,-,"19307-3,",SIAP DENGAN: CCC PENUH,19307-3/08-2021/0510(A)-(L),02 Aug 2019,01 Aug 2021,"RM 368,000.00","1,804.00mps - 1,964.00mps",RUMAH TERES,2,0,0,"1,804 - 1,854",6,0,"368,000.00","477,781.00",100.00,SIAP DENGAN: CCC PENUH,"[""6.093660, 102.245110""]",,https://teduh.kpkt.gov.my/project-swasta/19307-3,"(66, '19307-3')"
80,1 9 3 0 7 - 3 - T A M A N   S U R I A   H A R M O N I,PINGAT HARMONI DEVELOPMENT SDN. BHD.,19307,19307/03-2027/0131(A),10 Mar 2022,09 Mar 2027,0199859454,pingat5640@gmail.com,-,"19307-3,",SIAP DENGAN: CCC PENUH,19307-3/08-2021/0510(A)-(L),02 Aug 2019,01 Aug 2021,"RM 368,000.00","1,804.00mps - 1,964.00mps",RUMAH SESEBUAH,2,0,0,"1,964",1,0,"600,000.00","600,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""6.093660, 102.245110""]",,https://teduh.kpkt.gov.my/project-swasta/19307-3,"(66, '19307-3')"
81,1 9 3 0 7 - 4 - T A M A N   S U N G A I   P E T A I   3,PINGAT HARMONI DEVELOPMENT SDN. BHD.,19307,19307/03-2027/0131(A),10 Mar 2022,09 Mar 2027,0199859454,pingat5640@gmail.com,-,"19307-4,",SIAP DENGAN: CCC PENUH,19307-4/10-2022/0085(R)-(L),09 Oct 2021,08 Oct 2022,"RM 178,000.00",101.00mps,RUMAH TERES,1,0,0,101,20,6,"178,000.00","250,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.815190, 102.456802""]",,https://teduh.kpkt.gov.my/project-swasta/19307-4,"(67, '19307-4')"
82,1 9 3 0 7 - 5 - T A M A N   D E S A   H A R M O N I   M O R A K,PINGAT HARMONI DEVELOPMENT SDN. BHD.,19307,19307/03-2027/0131(A),10 Mar 2022,09 Mar 2027,0199859454,pingat5640@gmail.com,-,"19307-5,",BERJALAN LANCAR,19307-5/08-2024/0125(N)-(L),18 Aug 2022,17 Aug 2024,"RM 277,033.00","1,188.00mps - 1,224.00mps",RUMAH TERES,1,0,0,"1,188 - 1,224",14,1,"277,033.00","343,521.00",89.64,BERJALAN LANCAR,"[""6.143501, 102.196529""]",,https://teduh.kpkt.gov.my/project-swasta/19307-5,"(68, '19307-5')"
83,1 9 3 0 7 - 6 - T A M A N   P E R M A T A   H A R M O N I   M A C H A N G,PINGAT HARMONI DEVELOPMENT SDN. BHD.,19307,19307/03-2027/0131(A),10 Mar 2022,09 Mar 2027,0199859454,pingat5640@gmail.com,-,"19307-6,",BERJALAN LANCAR,19307-6/02-2025/0203(N)-(L),28 Feb 2023,27 Feb 2025,"RM 237,221.00","1,000.00mps - 1,080.00mps",RUMAH TERES,1,0,0,"1,000 - 1,080",11,4,"237,221.00","282,180.00",60.46,BERJALAN LANCAR,"[""5.673306, 102.211195""]",,https://teduh.kpkt.gov.my/project-swasta/19307-6,"(69, '19307-6')"
84,1 9 3 0 7 - 7 - T A M A N   S A U J A N A   H A R M O N I   L I M B A T,PINGAT HARMONI DEVELOPMENT SDN. BHD.,19307,19307/03-2027/0131(A),10 Mar 2022,09 Mar 2027,0199859454,pingat5640@gmail.com,-,"19307-7,",PERMIT TELAH DIBATALKAN,19307-7/04-2025/0451(N)-(L),15 Apr 2023,14 Apr 2025,"RM 525,806.00",215.00mps - 225.00mps,RUMAH TERES,2,0,0,215 - 225,8,8,"525,806.00","607,306.00",0.00,BELUM MULA,"[""6.050746, 102.287050""]",,https://teduh.kpkt.gov.my/project-swasta/19307-7,"(70, '19307-7')"
85,1 9 3 0 9 - 1 - P R 1 M A   @   S E R E M B A N   S E N T R A L,PR1MA SEREMBAN SENTRAL SDN BHD,19309,19309/02-2025/0127(R),10 Feb 2022,09 Feb 2025,60374959888,putih.atan@pr1ma.my,www.pr1ma.my,"19309-1,",SIAP DENGAN: CCC PENUH,19309-1/02-2024/0070(R)-(S),10 Feb 2023,09 Feb 2024,"RM 252,000.00",0.00mps - 77.00mps,RUMAH PANGSA/KONDO,25,0,0,0 - 77,"1,504","1,429","252,000.00","399,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.676948, 101.931562""]",,https://teduh.kpkt.gov.my/project-swasta/19309-1,"(71, '19309-1')"
86,1 9 3 1 0 - 1 - R E S I D E N S I   P U N C H A K   T T D I,THE PINNACLE HEIGHTS SDN. BHD.,19310,19310/02-2026/1575(R),13 Feb 2020,12 Feb 2026,0380709498,sophia18.wzr@gmail.com,-,"19310-1,",PERMIT TELAH DIBATALKAN,19310-1/02-2020/0150(P),13 Feb 2018,12 Feb 2020,"RM 2,751,529.00",0.00mps,RUMAH BERKEMBAR,3,0,0,0,16,16,"2,751,529.00","2,973,153.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/19310-1,"(72, '19310-1')"
87,1 9 3 1 0 - 1 - R E S I D E N S I   P U N C H A K   T T D I,THE PINNACLE HEIGHTS SDN. BHD.,19310,19310/02-2026/1575(R),13 Feb 2020,12 Feb 2026,0380709498,sophia18.wzr@gmail.com,-,"19310-1,",PERMIT TELAH DIBATALKAN,19310-1/02-2020/0150(P),13 Feb 2018,12 Feb 2020,"RM 2,751,529.00",0.00mps,RUMAH SESEBUAH,3,0,0,0,4,4,"4,550,909.00","5,267,357.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/19310-1,"(72, '19310-1')"
88,1 9 3 1 2 - 1 - T A M A N   T E L E M O N G   I N D A H,LAMAN BANGGA SDN. BHD.,19312,19312-1/02-2022/01276(L),16 Feb 2021,15 Feb 2022,-,-,-,"19312-1,",PERMIT TELAH DIBATALKAN,19312-1/02-2021/01500(P),13 Feb 2020,12 Feb 2021,"RM 338,000.00",0.00mps,RUMAH BERKEMBAR,1,0,0,0,6,6,"338,000.00","366,000.00",5.00,BERJALAN LANCAR,"[""3.292110, 102.084547""]",,https://teduh.kpkt.gov.my/project-swasta/19312-1,"(23, '19312-1')"
89,1 9 3 1 2 - 1 - T A M A N   T E L E M O N G   I N D A H,LAMAN BANGGA SDN. BHD.,19312,19312-1/02-2022/01276(L),16 Feb 2021,15 Feb 2022,-,-,-,"19312-1,",PERMIT TELAH DIBATALKAN,19312-1/02-2021/01500(P),13 Feb 2020,12 Feb 2021,"RM 338,000.00",0.00mps,RUMAH BERKEMBAR,1,0,0,0,20,20,"368,000.00","432,000.00",5.00,BERJALAN LANCAR,"[""3.292110, 102.084547""]",,https://teduh.kpkt.gov.my/project-swasta/19312-1,"(23, '19312-1')"
90,1 9 3 1 2 - 1 - T A M A N   T E L E M O N G   I N D A H,LAMAN BANGGA SDN. BHD.,19312,19312-1/02-2022/01276(L),16 Feb 2021,15 Feb 2022,-,-,-,"19312-1,",PERMIT TELAH DIBATALKAN,19312-1/02-2021/01500(P),13 Feb 2020,12 Feb 2021,"RM 338,000.00",0.00mps,RUMAH SESEBUAH,1,0,0,0,3,3,"558,000.00","668,000.00",5.00,BERJALAN LANCAR,"[""3.292110, 102.084547""]",,https://teduh.kpkt.gov.my/project-swasta/19312-1,"(23, '19312-1')"
