,Unnamed: 0,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
19,19,1 0 4 8 8 - 8 - T A M A N   E M P I A N G   C E R I A,VISTA MULIA DEVELOPMENT SDN. BHD.,10488,10488/02-2026/0581(A),27 Feb 2023,26 Feb 2026,049764373,vistamulia88@yahoo.com,-,"10488-8,",BERJALAN LANCAR,10488-8/05-2025/0537(N)-(L),12 May 2023,11 May 2025,"RM 75,000.00","770.00mps - 1,125.00mps",RUMAH TERES,1.0,3,1,770,40,39,"75,000.00","120,000.00",55.0,"[""6.462441, 100.196152""]",,https://teduh.kpkt.gov.my/project-swasta/10488-8,"(147, '10488-8')"
20,20,1 0 4 8 8 - 8 - T A M A N   E M P I A N G   C E R I A,VISTA MULIA DEVELOPMENT SDN. BHD.,10488,10488/02-2026/0581(A),27 Feb 2023,26 Feb 2026,049764373,vistamulia88@yahoo.com,-,"10488-8,",BERJALAN LANCAR,10488-8/05-2025/0537(N)-(L),12 May 2023,11 May 2025,"RM 75,000.00","770.00mps - 1,125.00mps",RUMAH TERES,1.0,3,2,990,33,14,"291,900.00","403,620.00",48.33,"[""6.462441, 100.196152""]",,https://teduh.kpkt.gov.my/project-swasta/10488-8,"(147, '10488-8')"
21,21,1 0 4 8 8 - 8 - T A M A N   E M P I A N G   C E R I A,VISTA MULIA DEVELOPMENT SDN. BHD.,10488,10488/02-2026/0581(A),27 Feb 2023,26 Feb 2026,049764373,vistamulia88@yahoo.com,-,"10488-8,",BERJALAN LANCAR,10488-8/05-2025/0537(N)-(L),12 May 2023,11 May 2025,"RM 75,000.00","770.00mps - 1,125.00mps",RUMAH SESEBUAH,1.0,0,0,"1,125",1,1,"596,400.00","596,400.00",55.0,"[""6.462441, 100.196152""]",,https://teduh.kpkt.gov.my/project-swasta/10488-8,"(147, '10488-8')"
22,22,1 0 4 8 8 - 8 - T A M A N   E M P I A N G   C E R I A,VISTA MULIA DEVELOPMENT SDN. BHD.,10488,10488/02-2026/0581(A),27 Feb 2023,26 Feb 2026,049764373,vistamulia88@yahoo.com,-,"10488-8,",BERJALAN LANCAR,10488-8/05-2025/0537(N)-(L),12 May 2023,11 May 2025,"RM 75,000.00","770.00mps - 1,125.00mps",RUMAH BERKEMBAR,1.0,0,0,"1,000",54,33,"407,400.00","588,840.00",55.0,"[""6.462441, 100.196152""]",,https://teduh.kpkt.gov.my/project-swasta/10488-8,"(147, '10488-8')"
23,23,1 0 5 0 9 - 1 - T A M A N   M A S M U D A,PINTAR MUDA DEVELOPMENT SDN. BHD.,10509,10509/01-2025/0262(R),21 Jan 2022,20 Jan 2025,-,-,-,"10509-1,",SIAP DENGAN: CFO PENUH,10509-1/2247/2009(12),27 Dec 2008,26 Dec 2009,"RM 45,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,28,28,"168,175.00","196,125.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/10509-1,"(5, '10509-1')"
24,24,1 0 5 0 9 - 1 - T A M A N   M A S M U D A,PINTAR MUDA DEVELOPMENT SDN. BHD.,10509,10509/01-2025/0262(R),21 Jan 2022,20 Jan 2025,-,-,-,"10509-1,",SIAP DENGAN: CFO PENUH,10509-1/2247/2009(12),27 Dec 2008,26 Dec 2009,"RM 45,000.00",0.00mps,RUMAH TERES,1.0,0,0,0,12,12,"45,000.00","67,925.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/10509-1,"(5, '10509-1')"
25,25,1 0 5 0 9 - 1 - T A M A N   M A S M U D A,PINTAR MUDA DEVELOPMENT SDN. BHD.,10509,10509/01-2025/0262(R),21 Jan 2022,20 Jan 2025,-,-,-,"10509-1,",SIAP DENGAN: CFO PENUH,10509-1/2247/2009(12),27 Dec 2008,26 Dec 2009,"RM 45,000.00",0.00mps,RUMAH TERES,1.0,0,0,0,39,39,"118,750.00","181,967.50",95.0,,,https://teduh.kpkt.gov.my/project-swasta/10509-1,"(5, '10509-1')"
26,26,1 0 5 1 0 - 1 - T A M A N   S E M P E R I N G,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-1,",SIAP DENGAN: CFO PENUH,10510-1/355/2009(02),29 Feb 2008,28 Feb 2009,"RM 155,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,10,10,"175,000.00","1,850,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/10510-1,"(6, '10510-1')"
27,27,1 0 5 1 0 - 1 - T A M A N   S E M P E R I N G,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-1,",SIAP DENGAN: CFO PENUH,10510-1/355/2009(02),29 Feb 2008,28 Feb 2009,"RM 155,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,16,16,"155,000.00","170,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/10510-1,"(6, '10510-1')"
28,28,1 0 5 1 0 - 2 - T A M A N   B E H O R   G O N C A R   J A Y A,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-2,",SIAP DENGAN: CFO PENUH,10510-2/1951/2010(09),29 Sep 2009,28 Sep 2010,"RM 179,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,8,8,"179,000.00","179,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/10510-2,"(7, '10510-2')"
29,29,1 0 5 1 0 - 2 - T A M A N   B E H O R   G O N C A R   J A Y A,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-2,",SIAP DENGAN: CFO PENUH,10510-2/1951/2010(09),29 Sep 2009,28 Sep 2010,"RM 179,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,2,2,"179,000.00","179,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/10510-2,"(7, '10510-2')"
30,30,1 0 5 1 0 - 2 - T A M A N   B E H O R   G O N C A R   J A Y A,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-2,",SIAP DENGAN: CFO PENUH,10510-2/1951/2010(09),29 Sep 2009,28 Sep 2010,"RM 179,000.00",0.00mps,RUMAH SESEBUAH,2.0,0,0,0,1,1,"330,000.00","330,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/10510-2,"(7, '10510-2')"
31,31,1 0 5 1 0 - 2 - T A M A N   B E H O R   G O N C A R   J A Y A,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-2,",SIAP DENGAN: CFO PENUH,10510-2/1951/2010(09),29 Sep 2009,28 Sep 2010,"RM 179,000.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,2,2,"260,000.00","260,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/10510-2,"(7, '10510-2')"
32,32,1 0 5 1 0 - 3 - T A M A N   R E P O H   P E R M A I,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-3,",SIAP DENGAN: CFO PENUH,10510-3/2394/2012(11),16 Nov 2011,15 Nov 2012,"RM 198,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,22,3,"198,000.00","212,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/10510-3,"(8, '10510-3')"
33,33,1 0 5 1 0 - 3 - T A M A N   R E P O H   P E R M A I,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-3,",SIAP DENGAN: CFO PENUH,10510-3/2394/2012(11),16 Nov 2011,15 Nov 2012,"RM 198,000.00",0.00mps,RUMAH SESEBUAH,2.0,0,0,0,2,0,"360,000.00","360,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/10510-3,"(8, '10510-3')"
34,34,1 0 5 1 0 - 4 - T A M A N   B E H O R   G O N C H A R   J A Y A,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-4,",SIAP DENGAN: CCC PENUH,-,-,-,"RM 205,000.00",91.04mps,RUMAH BERKEMBAR,1.0,0,0,91,8,0,"205,000.00","220,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/10510-4,"(9, '10510-4')"
35,35,1 0 5 1 0 - 4 - T A M A N   B E H O R   G O N C H A R   J A Y A,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-4,",SIAP DENGAN: CCC PENUH,-,-,-,"RM 205,000.00",91.04mps,RUMAH BERKEMBAR,2.0,0,0,91,4,0,"295,000.00","330,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/10510-4,"(9, '10510-4')"
36,36,1 0 5 1 0 - 5 - T A M A N   S A N T A N   J A Y A,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-5,",SIAP DENGAN: CCC PENUH,10510-5/01-2016/87(P),25 Jan 2014,24 Jan 2016,"RM 220,000.00",91.00mps - 123.00mps,RUMAH SESEBUAH,2.0,0,0,123,2,1,"420,000.00","430,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/10510-5,"(10, '10510-5')"
37,37,1 0 5 1 0 - 5 - T A M A N   S A N T A N   J A Y A,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-5,",SIAP DENGAN: CCC PENUH,10510-5/01-2016/87(P),25 Jan 2014,24 Jan 2016,"RM 220,000.00",91.00mps - 123.00mps,RUMAH BERKEMBAR,1.0,0,0,91,26,0,"220,000.00","230,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/10510-5,"(10, '10510-5')"
38,38,1 0 5 1 0 - 5 - T A M A N   S A N T A N   J A Y A,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-5,",SIAP DENGAN: CCC PENUH,10510-5/01-2016/87(P),25 Jan 2014,24 Jan 2016,"RM 220,000.00",91.00mps - 123.00mps,RUMAH BERKEMBAR,2.0,0,0,91,2,0,"310,000.00","310,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/10510-5,"(10, '10510-5')"
39,39,1 0 5 1 0 - 6 - T A M A N   R E P O H   P E R M A I,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-6,",SIAP DENGAN: CFO PENUH,10510-6/03-2018/0193(P),17 Mar 2016,16 Mar 2018,"RM 275,000.00",93.02mps - 96.70mps,RUMAH SESEBUAH,1.0,0,0,97,1,0,"460,000.00","460,000.00",100.0,"[""6.276170, 100.125656""]",,https://teduh.kpkt.gov.my/project-swasta/10510-6,"(11, '10510-6')"
40,40,1 0 5 1 0 - 6 - T A M A N   R E P O H   P E R M A I,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-6,",SIAP DENGAN: CFO PENUH,10510-6/03-2018/0193(P),17 Mar 2016,16 Mar 2018,"RM 275,000.00",93.02mps - 96.70mps,RUMAH BERKEMBAR,1.0,0,0,93,22,8,"275,000.00","295,000.00",100.0,"[""6.276170, 100.125656""]",,https://teduh.kpkt.gov.my/project-swasta/10510-6,"(11, '10510-6')"
41,41,1 0 5 1 0 - 7 - T A M A N   R E P O H   P E R M A I,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-7,",SIAP DENGAN: CCC PENUH,10510-7/03-2021/0210(P),08 Mar 2019,07 Mar 2021,"RM 300,000.00",121.13mps - 227.40mps,RUMAH SESEBUAH,2.0,0,0,227,2,1,"510,000.00","518,000.00",100.0,"[""6.451801, 100.216331""]",,https://teduh.kpkt.gov.my/project-swasta/10510-7,"(12, '10510-7')"
42,42,1 0 5 1 0 - 7 - T A M A N   R E P O H   P E R M A I,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-7,",SIAP DENGAN: CCC PENUH,10510-7/03-2021/0210(P),08 Mar 2019,07 Mar 2021,"RM 300,000.00",121.13mps - 227.40mps,RUMAH BERKEMBAR,2.0,0,0,209,2,0,"428,000.00","438,000.00",100.0,"[""6.451801, 100.216331""]",,https://teduh.kpkt.gov.my/project-swasta/10510-7,"(12, '10510-7')"
43,43,1 0 5 1 0 - 7 - T A M A N   R E P O H   P E R M A I,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-7,",SIAP DENGAN: CCC PENUH,10510-7/03-2021/0210(P),08 Mar 2019,07 Mar 2021,"RM 300,000.00",121.13mps - 227.40mps,RUMAH BERKEMBAR,1.0,0,0,121,10,2,"300,000.00","340,000.00",100.0,"[""6.451801, 100.216331""]",,https://teduh.kpkt.gov.my/project-swasta/10510-7,"(12, '10510-7')"
44,44,1 0 5 1 0 - 8 - T A M A N   L A T I   P E R M A I,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-8,",BERJALAN LANCAR,10510-8/12-2025/1343(N)-(L),20 Dec 2023,19 Dec 2025,"RM 330,000.00",94.84mps - 118.02mps,RUMAH BERKEMBAR,1.0,0,0,95,14,11,"330,000.00","360,000.00",85.0,"[""6.508766, 100.240428""]",,https://teduh.kpkt.gov.my/project-swasta/10510-8,"(157, '10510-8')"
45,45,1 0 5 1 0 - 8 - T A M A N   L A T I   P E R M A I,BAITUL FITRI CORPORATION SDN. BHD.,10510,10510/03-2025/0791(R),08 Mar 2021,07 Mar 2025,-,-,-,"10510-8,",BERJALAN LANCAR,10510-8/12-2025/1343(N)-(L),20 Dec 2023,19 Dec 2025,"RM 330,000.00",94.84mps - 118.02mps,RUMAH SESEBUAH,1.0,0,0,118,1,1,"468,000.00","468,000.00",85.0,"[""6.508766, 100.240428""]",,https://teduh.kpkt.gov.my/project-swasta/10510-8,"(157, '10510-8')"
46,46,1 0 5 4 8 - 1 - P T   1 4 7 6,CN BINA SEJAHTERA SDN. BHD.,10548,10548/07-2023/0098(R),24 Jul 2020,23 Jul 2023,-,-,-,"10548-1,",SIAP DENGAN: CFO PENUH,10548-1/02-2023/0659(R)-(L),27 Feb 2010,26 Feb 2023,"RM 126,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,2,2,"184,000.00","190,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/10548-1,"(13, '10548-1')"
47,47,1 0 5 4 8 - 1 - P T   1 4 7 6,CN BINA SEJAHTERA SDN. BHD.,10548,10548/07-2023/0098(R),24 Jul 2020,23 Jul 2023,-,-,-,"10548-1,",SIAP DENGAN: CFO PENUH,10548-1/02-2023/0659(R)-(L),27 Feb 2010,26 Feb 2023,"RM 126,000.00",0.00mps,RUMAH TERES,1.0,0,0,0,5,5,"126,000.00","159,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/10548-1,"(13, '10548-1')"
