,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
22,4 7 3 1 - 3 - T A M A N   P E N G K A L A N   J A Y A,TOTAL RESOURCES SDN. BHD.,4731,4731/05-2028/0779(R),12 May 2023,11 May 2028,-,-,www.tihomes.com,"4731-3,",-,-,-,-,RM 0.00,0mps,2,0,0,0,6,6,0.00,0.00,0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/4731-3,"14, 130, 0"
23,4 7 3 1 - 4 - B U K I T   S E R I   B I N T A N G,TOTAL RESOURCES SDN. BHD.,4731,4731/05-2028/0779(R),12 May 2023,11 May 2028,-,-,www.tihomes.com,"4731-4,",SIAP DENGAN: CFO PENUH,4731-4/1248/2010(05),23 Jun 2009,31 May 2010,"RM 638,000.00",0mps,2.5,0,0,0,4,4,"1,008,000.00","1,260,555.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4731-4,"15, 130, 0"
24,4 7 3 1 - 4 - B U K I T   S E R I   B I N T A N G,TOTAL RESOURCES SDN. BHD.,4731,4731/05-2028/0779(R),12 May 2023,11 May 2028,-,-,www.tihomes.com,"4731-4,",SIAP DENGAN: CFO PENUH,4731-4/1248/2010(05),23 Jun 2009,31 May 2010,"RM 638,000.00",0mps,2.5,0,0,0,26,26,"638,000.00","988,000.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4731-4,"15, 130, 0"
25,4 7 3 1 - 4 - B U K I T   S E R I   B I N T A N G,TOTAL RESOURCES SDN. BHD.,4731,4731/05-2028/0779(R),12 May 2023,11 May 2028,-,-,www.tihomes.com,"4731-4,",SIAP DENGAN: CFO PENUH,4731-4/1248/2010(05),23 Jun 2009,31 May 2010,"RM 638,000.00",0mps,2.5,0,0,0,2,2,"928,000.00","1,400,000.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4731-4,"15, 130, 0"
26,4 7 3 1 - 5 - T A M A N   R A P A T   M U T I A R A,TOTAL RESOURCES SDN. BHD.,4731,4731/05-2028/0779(R),12 May 2023,11 May 2028,-,-,www.tihomes.com,"4731-5,",BERJALAN LANCAR,4731-5/05-2024/0920(R)-(L),12 May 2023,11 May 2024,"RM 460,000.00",151mps,2,0,0,151,47,36,"460,000.00","668,050.00",64.68,BERJALAN LANCAR,"[""4.568606, 101.144968""]",,https://teduh.kpkt.gov.my/project-swasta/4731-5,"16, 130, 0"
27,4 7 3 1 - 6 - T A M A N   R A P A T   M U T I A R A,TOTAL RESOURCES SDN. BHD.,4731,4731/05-2028/0779(R),12 May 2023,11 May 2028,-,-,www.tihomes.com,"4731-6,",BERJALAN LANCAR,4731-6/08-2025/0954(N)-(L),23 Aug 2023,22 Aug 2025,"RM 480,000.00",145mps,2,0,0,145,40,40,"480,000.00","660,150.00",43.25,BERJALAN LANCAR,,,https://teduh.kpkt.gov.my/project-swasta/4731-6,"17, 130, 0"
28,4 7 5 0 - 1 - T A M A N   G R E E N L A S T,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-1,",-,4750/586/1991(06),27 Jun 1990,26 Jun 1991,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-1,"18, 130, 0"
29,4 7 5 0 - 1 0 - P A N G S A P U R I   B A N D A R   R A Y A   ( L E '   T O W N   A P A R T M E N T ),GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-10,",-,4750/83/2000(01),26 Jan 1999,25 Jan 2000,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-10,"2, 131, 0"
30,4 7 5 0 - 1 1 - T A M A N   R O M P I N   J A Y A,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-11,",-,4750/440/1999(03),18 Mar 1998,17 Mar 1999,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-11,"3, 131, 0"
31,4 7 5 0 - 1 2 - T A M A N   S U R A   J A Y A,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-12,",-,4750/961/2000(07),13 Jul 1999,12 Jul 2000,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-12,"4, 131, 0"
32,4 7 5 0 - 1 3 - T A M A N   B E R S E K U T U   J A Y A,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-13,",-,4750/962/2000(07),13 Jul 1999,12 Jul 2000,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-13,"5, 131, 0"
33,4 7 5 0 - 1 4 - T A M A N   T A S   W A N G S A,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-14,",-,4750/1512/1998(11),08 Nov 1997,07 Nov 1998,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-14,"6, 131, 0"
34,4 7 5 0 - 1 5 - T A M A N   M A J U   J A Y A   A I R   P U T I H   F A S A   I I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-15,",-,4750/1735/1998(12),19 Dec 1997,18 Dec 1998,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-15,"7, 131, 0"
35,4 7 5 0 - 1 6 - P E R U M A H A N   K G .   P A D A N G   J A Y A,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-16,",-,4750/502/2001(04),05 Apr 2000,04 Apr 2001,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-16,"8, 131, 0"
36,4 7 5 0 - 1 7 - T A M A N   S U R A   J A Y A   I N D A H,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-17,",-,4750-17/1225/2003(06),05 Jun 2002,04 Jun 2003,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-17,"9, 131, 0"
37,4 7 5 0 - 1 8 - P E R U M A H A N   K G .   P A D A N G   J A Y A   F A S A   2,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-18,",-,4750-18/634/2003(04),05 Apr 2002,04 Apr 2003,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-18,"10, 131, 0"
38,4 7 5 0 - 1 9 - T A M A N   T E L U K   K A L U N G,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-19,",-,4750-19/1458/2004(06),25 Jul 2003,05 Jun 2004,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-19,"11, 131, 0"
39,4 7 5 0 - 2 - T A M A N   B E R J A Y A,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-2,",-,4750/298/1993(03),14 Mar 1992,13 Mar 1993,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-2,"19, 130, 0"
40,4 7 5 0 - 2 0 - T A M A N   B E S E R A H   B A Y U,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-20,",-,4750-20/1329/2003(06),18 Jun 2002,17 Jun 2003,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-20,"12, 131, 0"
41,4 7 5 0 - 2 1 - T A M A N   P A K A   S E J A H T E R A,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-21,",SIAP DENGAN: CFO PENUH,4750-21/195/2006(01),26 Jan 2005,25 Jan 2006,"RM 139,800.00",0mps,1,0,0,0,8,8,"149,800.00","180,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-21,"13, 131, 0"
42,4 7 5 0 - 2 1 - T A M A N   P A K A   S E J A H T E R A,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-21,",SIAP DENGAN: CFO PENUH,4750-21/195/2006(01),26 Jan 2005,25 Jan 2006,"RM 139,800.00",0mps,1,0,0,0,25,25,"139,800.00","180,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-21,"13, 131, 0"
43,4 7 5 0 - 2 2 - L O T   1 5 5   M U K I M   K U A L A   K U A N T A N,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-22,",-,4750-22/112/2006(01),14 Jan 2005,13 Jan 2006,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-22,"14, 131, 0"
44,4 7 5 0 - 2 3 - T A M A N   T E L U K   K A L U N G,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-23,",-,4750-23/2492/2004(11),23 Nov 2003,22 Nov 2004,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-23,"15, 131, 0"
45,4 7 5 0 - 2 4 - T A M A N   M E W A H   S R I   B A Y U   ( B A T U   H I T A M ),GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-24,",-,4750-24/1427/2006(06),27 Jun 2005,24 Jun 2006,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-24,"16, 131, 0"
46,4 7 5 0 - 2 5 - T A M A N   B E R S E K U T U   I N D A H,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-25,",-,4750-25/1377/2006(06),30 Jun 2005,29 Jun 2006,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-25,"17, 131, 0"
47,4 7 5 0 - 2 6 - P E R U M A H A N   K A M P U N G   P A D A N G   J A Y A,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-26,",SIAP DENGAN: CFO PENUH,4750-26/254/2006(02),02 Feb 2005,01 Feb 2006,"RM 125,000.00",0mps,1,0,0,0,38,38,"125,000.00","206,215.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-26,"18, 131, 0"
48,4 7 5 0 - 2 7 - T A M A N   C H E R A T I N G   B A Y U,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-27,",SIAP DENGAN: CFO PENUH,4750-27/2035/2007(10),03 Oct 2006,02 Oct 2007,"RM 95,000.00",0mps,1,0,0,0,30,30,"95,000.00","225,455.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-27,"19, 131, 0"
49,4 7 5 0 - 2 8 - T A M A N   G R E E N L A S T   M A K M U R   I I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-28,",SIAP DENGAN: CFO PENUH,4750-28/1236/2007(06),26 Jun 2006,25 Jun 2007,"RM 119,800.00",0mps,1,0,0,0,12,12,"119,800.00","194,781.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-28,"20, 131, 0"
50,4 7 5 0 - 2 8 - T A M A N   G R E E N L A S T   M A K M U R   I I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-28,",SIAP DENGAN: CFO PENUH,4750-28/1236/2007(06),26 Jun 2006,25 Jun 2007,"RM 119,800.00",0mps,1,0,0,0,12,12,"221,736.00","292,483.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-28,"20, 131, 0"
51,4 7 5 0 - 2 8 - T A M A N   G R E E N L A S T   M A K M U R   I I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-28,",SIAP DENGAN: CFO PENUH,4750-28/1236/2007(06),26 Jun 2006,25 Jun 2007,"RM 119,800.00",0mps,1,0,0,0,6,6,"209,900.00","269,080.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-28,"20, 131, 0"
52,4 7 5 0 - 2 9 - P E R U M A H A N   K A M P U N G   P A D A N G   J A Y A,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-29,",SIAP DENGAN: CFO PENUH,4750-29/1394/2007(07),14 Jul 2006,13 Jul 2007,"RM 125,000.00",0mps,1,0,0,0,22,22,"128,000.00","183,122.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-29,"21, 131, 0"
53,4 7 5 0 - 2 9 - P E R U M A H A N   K A M P U N G   P A D A N G   J A Y A,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-29,",SIAP DENGAN: CFO PENUH,4750-29/1394/2007(07),14 Jul 2006,13 Jul 2007,"RM 125,000.00",0mps,1,0,0,0,22,22,"125,000.00","189,806.00",0.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-29,"21, 131, 0"
54,4 7 5 0 - 3 - T A M A N   S E R I   I N D A H   K G .   J A W A,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-3,",-,-,-,-,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-3,"20, 130, 0"
